Tile,class,x,y
H7575,4,275500,375500
H7675,5,276500,375500
H7775,5,277500,375500
H7875,4,278500,375500
H7975,6,279500,375500
H8075,6,280500,375500
H8175,6,281500,375500
H8275,6,282500,375500
H8375,4,283500,375500
H8475,2,284500,375500
H8575,2,285500,375500
H8675,2,286500,375500
H8775,2,287500,375500
H8875,2,288500,375500
H8975,1,289500,375500
H9075,2,290500,375500
H9175,2,291500,375500
H9275,2,292500,375500
H9375,2,293500,375500
H9475,1,294500,375500
H9575,1,295500,375500
H9675,1,296500,375500
H9775,1,297500,375500
J0875,1,308500,375500
J0975,1,309500,375500
J1075,1,310500,375500
J1175,1,311500,375500
J1275,1,312500,375500
J1375,1,313500,375500
J1475,1,314500,375500
J1575,1,315500,375500
J1675,1,316500,375500
J1775,1,317500,375500
J1875,1,318500,375500
J1975,1,319500,375500
J2075,1,320500,375500
J2175,1,321500,375500
J2275,1,322500,375500
J2375,1,323500,375500
J2475,1,324500,375500
J2575,1,325500,375500
J2675,1,326500,375500
J2775,1,327500,375500
J2875,2,328500,375500
J2975,2,329500,375500
J3075,1,330500,375500
J3175,1,331500,375500
J3275,1,332500,375500
J3375,1,333500,375500
J3475,1,334500,375500
J3575,1,335500,375500
J3675,1,336500,375500
J3775,1,337500,375500
J3875,2,338500,375500
J3975,3,339500,375500
J4075,2,340500,375500
J4175,2,341500,375500
J4275,2,342500,375500
J4375,2,343500,375500
J4475,2,344500,375500
J4575,1,345500,375500
J4675,1,346500,375500
J4775,1,347500,375500
J4875,1,348500,375500
J4975,3,349500,375500
J5075,3,350500,375500
J5175,1,351500,375500
J5275,1,352500,375500
J5375,1,353500,375500
J5475,3,354500,375500
J5575,1,355500,375500
J5675,1,356500,375500
J5775,3,357500,375500
J5875,1,358500,375500
J5975,1,359500,375500
J6075,1,360500,375500
H1474,4,214500,374500
H1574,4,215500,374500
H1674,4,216500,374500
H1774,1,217500,374500
H1874,4,218500,374500
H1974,4,219500,374500
H2074,4,220500,374500
H2174,5,221500,374500
H2274,5,222500,374500
H2374,4,223500,374500
H2474,4,224500,374500
H2574,4,225500,374500
H2674,4,226500,374500
H2774,4,227500,374500
H2874,4,228500,374500
H2974,5,229500,374500
H3074,5,230500,374500
H3174,4,231500,374500
H3274,4,232500,374500
H3374,4,233500,374500
H3474,4,234500,374500
H3574,4,235500,374500
H3674,2,236500,374500
H3774,2,237500,374500
H3874,2,238500,374500
H3974,2,239500,374500
H4074,2,240500,374500
H4174,2,241500,374500
H4274,2,242500,374500
H4374,2,243500,374500
H4474,4,244500,374500
H4574,4,245500,374500
H4674,4,246500,374500
H4774,4,247500,374500
H4874,4,248500,374500
H4974,5,249500,374500
H5074,2,250500,374500
H5174,5,251500,374500
H5274,5,252500,374500
H5374,5,253500,374500
H5474,5,254500,374500
H5574,5,255500,374500
H5674,5,256500,374500
H5774,5,257500,374500
H5874,5,258500,374500
H5974,6,259500,374500
H6074,6,260500,374500
H6174,6,261500,374500
H6274,5,262500,374500
H6374,5,263500,374500
H6474,6,264500,374500
H6574,6,265500,374500
H6674,6,266500,374500
H6774,6,267500,374500
H6874,6,268500,374500
H6974,5,269500,374500
H7074,5,270500,374500
H7174,5,271500,374500
H7274,5,272500,374500
H7374,5,273500,374500
H7474,2,274500,374500
H7574,4,275500,374500
H7674,5,276500,374500
H7774,5,277500,374500
H7874,5,278500,374500
H7974,6,279500,374500
H8074,6,280500,374500
H8174,5,281500,374500
H8274,5,282500,374500
H8374,5,283500,374500
H8474,6,284500,374500
H8574,3,285500,374500
H8674,2,286500,374500
H8774,2,287500,374500
H8874,2,288500,374500
H8974,2,289500,374500
H9074,2,290500,374500
H9174,2,291500,374500
H9274,2,292500,374500
H9374,2,293500,374500
H9474,2,294500,374500
H9574,1,295500,374500
H9674,1,296500,374500
J0874,1,308500,374500
J0974,1,309500,374500
J1074,1,310500,374500
J1174,1,311500,374500
J1274,1,312500,374500
J1374,1,313500,374500
J1474,1,314500,374500
J1574,1,315500,374500
J1674,1,316500,374500
J1774,1,317500,374500
J1874,1,318500,374500
J1974,1,319500,374500
J2074,1,320500,374500
J2174,1,321500,374500
J2274,1,322500,374500
J2374,1,323500,374500
J2474,1,324500,374500
J2574,1,325500,374500
J2674,1,326500,374500
J2774,1,327500,374500
J2874,1,328500,374500
J2974,2,329500,374500
J3074,1,330500,374500
J3174,1,331500,374500
J3274,1,332500,374500
J3374,1,333500,374500
J3474,1,334500,374500
J3574,1,335500,374500
J3674,1,336500,374500
J3774,1,337500,374500
J3874,1,338500,374500
J3974,1,339500,374500
J4074,1,340500,374500
J4174,2,341500,374500
J4274,2,342500,374500
J4374,1,343500,374500
J4474,1,344500,374500
J4574,1,345500,374500
J4674,1,346500,374500
J4774,1,347500,374500
J4874,1,348500,374500
J4974,3,349500,374500
J5074,1,350500,374500
J5174,1,351500,374500
J5274,1,352500,374500
J5374,1,353500,374500
J5474,1,354500,374500
J5574,1,355500,374500
J5674,3,356500,374500
J5774,3,357500,374500
J5874,1,358500,374500
J5974,1,359500,374500
J6074,1,360500,374500
J6174,1,361500,374500
H1773,4,217500,373500
H1873,4,218500,373500
H1973,5,219500,373500
H2073,4,220500,373500
H2173,5,221500,373500
H2273,4,222500,373500
H2373,4,223500,373500
H2473,4,224500,373500
H2573,4,225500,373500
H2673,4,226500,373500
H2773,4,227500,373500
H2873,4,228500,373500
H2973,4,229500,373500
H3073,5,230500,373500
H3173,5,231500,373500
H3273,4,232500,373500
H3373,4,233500,373500
H3473,4,234500,373500
H3573,3,235500,373500
H3673,3,236500,373500
H3773,4,237500,373500
H3873,5,238500,373500
H3973,5,239500,373500
H4073,5,240500,373500
H4173,5,241500,373500
H4273,4,242500,373500
H4373,2,243500,373500
H4473,1,244500,373500
H4573,2,245500,373500
H4673,5,246500,373500
H4773,5,247500,373500
H4873,5,248500,373500
H4973,2,249500,373500
H5073,2,250500,373500
H5173,5,251500,373500
H5273,5,252500,373500
H5373,5,253500,373500
H5473,5,254500,373500
H5573,5,255500,373500
H5673,6,256500,373500
H5773,6,257500,373500
H5873,6,258500,373500
H5973,5,259500,373500
H6073,5,260500,373500
H6173,3,261500,373500
H6273,2,262500,373500
H6373,5,263500,373500
H6473,6,264500,373500
H6573,6,265500,373500
H6673,6,266500,373500
H6773,6,267500,373500
H6873,5,268500,373500
H6973,4,269500,373500
H7073,4,270500,373500
H7173,4,271500,373500
H7273,5,272500,373500
H7373,4,273500,373500
H7473,3,274500,373500
H7573,3,275500,373500
H7673,3,276500,373500
H7773,5,277500,373500
H7873,5,278500,373500
H7973,5,279500,373500
H8073,5,280500,373500
H8173,5,281500,373500
H8273,5,282500,373500
H8373,5,283500,373500
H8473,5,284500,373500
H8573,4,285500,373500
H8673,2,286500,373500
H8773,2,287500,373500
H8873,2,288500,373500
H8973,2,289500,373500
H9073,2,290500,373500
H9173,2,291500,373500
H9273,2,292500,373500
H9373,1,293500,373500
H9473,1,294500,373500
H9573,1,295500,373500
H9673,1,296500,373500
J0973,1,309500,373500
J1073,1,310500,373500
J1173,1,311500,373500
J1273,1,312500,373500
J1373,1,313500,373500
J1473,1,314500,373500
J1573,1,315500,373500
J1673,1,316500,373500
J1773,1,317500,373500
J1873,1,318500,373500
J1973,1,319500,373500
J2073,1,320500,373500
J2173,1,321500,373500
J2273,1,322500,373500
J2373,1,323500,373500
J2473,1,324500,373500
J2573,1,325500,373500
J2673,1,326500,373500
J2773,1,327500,373500
J2873,2,328500,373500
J2973,2,329500,373500
J3073,1,330500,373500
J3173,1,331500,373500
J3273,1,332500,373500
J3373,1,333500,373500
J3473,1,334500,373500
J3573,1,335500,373500
J3673,1,336500,373500
J3773,1,337500,373500
J3873,1,338500,373500
J3973,1,339500,373500
J4073,1,340500,373500
J4173,1,341500,373500
J4273,1,342500,373500
J4373,1,343500,373500
J4473,1,344500,373500
J4573,1,345500,373500
J4673,1,346500,373500
J4773,1,347500,373500
J4873,1,348500,373500
J4973,1,349500,373500
J5073,1,350500,373500
J5173,1,351500,373500
J5273,1,352500,373500
J5373,1,353500,373500
J5473,1,354500,373500
J5573,1,355500,373500
J5673,1,356500,373500
J5773,1,357500,373500
J5873,1,358500,373500
J5973,1,359500,373500
J6073,1,360500,373500
J6173,1,361500,373500
J6273,1,362500,373500
H1572,5,215500,372500
H1672,5,216500,372500
H1772,5,217500,372500
H1872,5,218500,372500
H1972,5,219500,372500
H2072,4,220500,372500
H2172,4,221500,372500
H2272,4,222500,372500
H2372,4,223500,372500
H2472,4,224500,372500
H2572,4,225500,372500
H2672,4,226500,372500
H2772,4,227500,372500
H2872,4,228500,372500
H2972,4,229500,372500
H3072,5,230500,372500
H3172,5,231500,372500
H3272,4,232500,372500
H3372,4,233500,372500
H3472,4,234500,372500
H3572,4,235500,372500
H3672,4,236500,372500
H3772,4,237500,372500
H3872,5,238500,372500
H3972,5,239500,372500
H4072,5,240500,372500
H4172,5,241500,372500
H4272,4,242500,372500
H4372,4,243500,372500
H4472,4,244500,372500
H4572,4,245500,372500
H4672,5,246500,372500
H4772,5,247500,372500
H4872,1,248500,372500
H4972,2,249500,372500
H5072,3,250500,372500
H5172,5,251500,372500
H5272,6,252500,372500
H5372,6,253500,372500
H5472,6,254500,372500
H5572,6,255500,372500
H5672,6,256500,372500
H5772,6,257500,372500
H5872,5,258500,372500
H5972,4,259500,372500
H6072,4,260500,372500
H6172,2,261500,372500
H6272,2,262500,372500
H6372,5,263500,372500
H6472,6,264500,372500
H6572,6,265500,372500
H6672,5,266500,372500
H6772,4,267500,372500
H6872,4,268500,372500
H6972,4,269500,372500
H7072,2,270500,372500
H7172,4,271500,372500
H7272,4,272500,372500
H7372,4,273500,372500
H7472,3,274500,372500
H7572,5,275500,372500
H7672,4,276500,372500
H7772,5,277500,372500
H7872,5,278500,372500
H7972,5,279500,372500
H8072,4,280500,372500
H8172,5,281500,372500
H8272,5,282500,372500
H8372,4,283500,372500
H8472,2,284500,372500
H8572,2,285500,372500
H8672,2,286500,372500
H8772,2,287500,372500
H8872,2,288500,372500
H8972,2,289500,372500
H9072,2,290500,372500
H9172,2,291500,372500
H9272,1,292500,372500
H9372,1,293500,372500
H9472,1,294500,372500
H9572,1,295500,372500
J0972,1,309500,372500
J1072,1,310500,372500
J1172,1,311500,372500
J1272,1,312500,372500
J1372,1,313500,372500
J1472,1,314500,372500
J1572,1,315500,372500
J1672,1,316500,372500
J1772,1,317500,372500
J1872,1,318500,372500
J1972,1,319500,372500
J2072,1,320500,372500
J2172,1,321500,372500
J2272,1,322500,372500
J2372,1,323500,372500
J2472,1,324500,372500
J2572,1,325500,372500
J2672,2,326500,372500
J2772,2,327500,372500
J2872,2,328500,372500
J2972,1,329500,372500
J3072,1,330500,372500
J3172,1,331500,372500
J3272,1,332500,372500
J3372,1,333500,372500
J3472,1,334500,372500
J3572,1,335500,372500
J3672,1,336500,372500
J3772,1,337500,372500
J3872,2,338500,372500
J3972,2,339500,372500
J4072,2,340500,372500
J4172,1,341500,372500
J4272,1,342500,372500
J4372,1,343500,372500
J4472,1,344500,372500
J4572,1,345500,372500
J4672,1,346500,372500
J4772,1,347500,372500
J4872,1,348500,372500
J4972,1,349500,372500
J5072,1,350500,372500
J5172,1,351500,372500
J5272,1,352500,372500
J5372,1,353500,372500
J5472,1,354500,372500
J5572,1,355500,372500
J5672,3,356500,372500
J5772,3,357500,372500
J5872,1,358500,372500
J5972,1,359500,372500
J6072,1,360500,372500
J6172,1,361500,372500
J6272,1,362500,372500
J6372,1,363500,372500
H1471,2,214500,371500
H1571,5,215500,371500
H1671,5,216500,371500
H1771,5,217500,371500
H1871,4,218500,371500
H1971,4,219500,371500
H2071,4,220500,371500
H2171,4,221500,371500
H2271,4,222500,371500
H2371,4,223500,371500
H2471,4,224500,371500
H2571,4,225500,371500
H2671,4,226500,371500
H2771,4,227500,371500
H2871,5,228500,371500
H2971,4,229500,371500
H3071,5,230500,371500
H3171,5,231500,371500
H3271,4,232500,371500
H3371,4,233500,371500
H3471,4,234500,371500
H3571,4,235500,371500
H3671,4,236500,371500
H3771,4,237500,371500
H3871,4,238500,371500
H3971,5,239500,371500
H4071,5,240500,371500
H4171,5,241500,371500
H4271,5,242500,371500
H4371,5,243500,371500
H4471,5,244500,371500
H4571,5,245500,371500
H4671,4,246500,371500
H4771,1,247500,371500
H4871,1,248500,371500
H4971,2,249500,371500
H5071,3,250500,371500
H5171,4,251500,371500
H5271,6,252500,371500
H5371,6,253500,371500
H5471,6,254500,371500
H5571,6,255500,371500
H5671,2,256500,371500
H5771,2,257500,371500
H5871,2,258500,371500
H5971,1,259500,371500
H6071,2,260500,371500
H6171,2,261500,371500
H6271,2,262500,371500
H6371,5,263500,371500
H6471,5,264500,371500
H6571,4,265500,371500
H6671,4,266500,371500
H6771,4,267500,371500
H6871,4,268500,371500
H6971,4,269500,371500
H7071,2,270500,371500
H7171,2,271500,371500
H7271,2,272500,371500
H7371,3,273500,371500
H7471,4,274500,371500
H7571,4,275500,371500
H7671,4,276500,371500
H7771,3,277500,371500
H7871,4,278500,371500
H7971,4,279500,371500
H8071,4,280500,371500
H8171,4,281500,371500
H8271,5,282500,371500
H8371,2,283500,371500
H8471,2,284500,371500
H8571,2,285500,371500
H8671,2,286500,371500
H8771,2,287500,371500
H8871,2,288500,371500
H8971,2,289500,371500
H9071,2,290500,371500
H9171,2,291500,371500
H9271,1,292500,371500
H9371,1,293500,371500
H9471,1,294500,371500
H9571,1,295500,371500
J0971,1,309500,371500
J1071,1,310500,371500
J1171,1,311500,371500
J1271,1,312500,371500
J1371,1,313500,371500
J1471,1,314500,371500
J1571,1,315500,371500
J1671,1,316500,371500
J1771,1,317500,371500
J1871,1,318500,371500
J1971,1,319500,371500
J2071,1,320500,371500
J2171,1,321500,371500
J2271,1,322500,371500
J2371,1,323500,371500
J2471,1,324500,371500
J2571,1,325500,371500
J2671,2,326500,371500
J2771,2,327500,371500
J2871,2,328500,371500
J2971,1,329500,371500
J3071,1,330500,371500
J3171,1,331500,371500
J3271,1,332500,371500
J3371,1,333500,371500
J3471,1,334500,371500
J3571,1,335500,371500
J3671,2,336500,371500
J3771,2,337500,371500
J3871,2,338500,371500
J3971,2,339500,371500
J4071,2,340500,371500
J4171,1,341500,371500
J4271,1,342500,371500
J4371,1,343500,371500
J4471,1,344500,371500
J4571,1,345500,371500
J4671,1,346500,371500
J4771,1,347500,371500
J4871,1,348500,371500
J4971,1,349500,371500
J5071,1,350500,371500
J5171,1,351500,371500
J5271,1,352500,371500
J5371,2,353500,371500
J5471,1,354500,371500
J5571,1,355500,371500
J5671,3,356500,371500
J5771,3,357500,371500
J5871,1,358500,371500
J5971,1,359500,371500
J6071,1,360500,371500
J6171,1,361500,371500
J6271,1,362500,371500
J6371,1,363500,371500
H1270,2,212500,370500
H1370,5,213500,370500
H1470,5,214500,370500
H1570,5,215500,370500
H1670,4,216500,370500
H1770,4,217500,370500
H1870,4,218500,370500
H1970,4,219500,370500
H2070,4,220500,370500
H2170,4,221500,370500
H2270,4,222500,370500
H2370,4,223500,370500
H2470,4,224500,370500
H2570,4,225500,370500
H2670,5,226500,370500
H2770,4,227500,370500
H2870,5,228500,370500
H2970,4,229500,370500
H3070,4,230500,370500
H3170,3,231500,370500
H3270,3,232500,370500
H3370,4,233500,370500
H3470,3,234500,370500
H3570,4,235500,370500
H3670,4,236500,370500
H3770,3,237500,370500
H3870,4,238500,370500
H3970,5,239500,370500
H4070,5,240500,370500
H4170,5,241500,370500
H4270,3,242500,370500
H4370,1,243500,370500
H4470,1,244500,370500
H4570,1,245500,370500
H4670,1,246500,370500
H4770,1,247500,370500
H4870,2,248500,370500
H4970,2,249500,370500
H5070,2,250500,370500
H5170,6,251500,370500
H5270,6,252500,370500
H5370,6,253500,370500
H5470,6,254500,370500
H5570,3,255500,370500
H5670,2,256500,370500
H5770,2,257500,370500
H5870,2,258500,370500
H5970,2,259500,370500
H6070,2,260500,370500
H6170,4,261500,370500
H6270,4,262500,370500
H6370,4,263500,370500
H6470,4,264500,370500
H6570,4,265500,370500
H6670,4,266500,370500
H6770,4,267500,370500
H6870,4,268500,370500
H6970,4,269500,370500
H7070,4,270500,370500
H7170,4,271500,370500
H7270,4,272500,370500
H7370,4,273500,370500
H7470,5,274500,370500
H7570,4,275500,370500
H7670,4,276500,370500
H7770,4,277500,370500
H7870,4,278500,370500
H7970,4,279500,370500
H8070,4,280500,370500
H8170,2,281500,370500
H8270,3,282500,370500
H8370,2,283500,370500
H8470,2,284500,370500
H8570,2,285500,370500
H8670,2,286500,370500
H8770,2,287500,370500
H8870,2,288500,370500
H8970,2,289500,370500
H9070,2,290500,370500
H9170,1,291500,370500
H9270,1,292500,370500
H9370,1,293500,370500
J0970,1,309500,370500
J1070,1,310500,370500
J1170,1,311500,370500
J1270,1,312500,370500
J1370,1,313500,370500
J1470,1,314500,370500
J1570,1,315500,370500
J1670,1,316500,370500
J1770,1,317500,370500
J1870,1,318500,370500
J1970,1,319500,370500
J2070,1,320500,370500
J2170,1,321500,370500
J2270,1,322500,370500
J2370,1,323500,370500
J2470,1,324500,370500
J2570,1,325500,370500
J2670,2,326500,370500
J2770,1,327500,370500
J2870,1,328500,370500
J2970,1,329500,370500
J3070,1,330500,370500
J3170,1,331500,370500
J3270,1,332500,370500
J3370,1,333500,370500
J3470,1,334500,370500
J3570,2,335500,370500
J3670,2,336500,370500
J3770,2,337500,370500
J3870,2,338500,370500
J3970,1,339500,370500
J4070,1,340500,370500
J4170,1,341500,370500
J4270,1,342500,370500
J4370,1,343500,370500
J4470,1,344500,370500
J4570,1,345500,370500
J4670,1,346500,370500
J4770,1,347500,370500
J4870,1,348500,370500
J4970,1,349500,370500
J5170,1,351500,370500
J5270,1,352500,370500
J5370,2,353500,370500
J5470,1,354500,370500
J5570,1,355500,370500
J5670,3,356500,370500
J5770,3,357500,370500
J5870,3,358500,370500
J5970,1,359500,370500
J6070,1,360500,370500
J6170,1,361500,370500
J6270,1,362500,370500
J6370,1,363500,370500
H1269,4,212500,369500
H1369,5,213500,369500
H1469,4,214500,369500
H1569,3,215500,369500
H1669,2,216500,369500
H1769,2,217500,369500
H1869,4,218500,369500
H1969,4,219500,369500
H2069,4,220500,369500
H2169,4,221500,369500
H2269,4,222500,369500
H2369,4,223500,369500
H2469,5,224500,369500
H2569,4,225500,369500
H2669,4,226500,369500
H2769,4,227500,369500
H2869,3,228500,369500
H2969,3,229500,369500
H3069,3,230500,369500
H3169,3,231500,369500
H3269,3,232500,369500
H3369,3,233500,369500
H3469,3,234500,369500
H3569,4,235500,369500
H3669,3,236500,369500
H3769,3,237500,369500
H3869,3,238500,369500
H3969,2,239500,369500
H4069,5,240500,369500
H4169,3,241500,369500
H4269,2,242500,369500
H4369,1,243500,369500
H4469,1,244500,369500
H4569,1,245500,369500
H4669,1,246500,369500
H4769,2,247500,369500
H4869,2,248500,369500
H4969,3,249500,369500
H5069,3,250500,369500
H5169,3,251500,369500
H5269,2,252500,369500
H5369,5,253500,369500
H5469,5,254500,369500
H5569,5,255500,369500
H5669,2,256500,369500
H5769,2,257500,369500
H5869,2,258500,369500
H5969,4,259500,369500
H6069,4,260500,369500
H6169,5,261500,369500
H6269,5,262500,369500
H6369,4,263500,369500
H6469,4,264500,369500
H6569,4,265500,369500
H6669,4,266500,369500
H6769,4,267500,369500
H6869,4,268500,369500
H6969,4,269500,369500
H7069,4,270500,369500
H7169,4,271500,369500
H7269,4,272500,369500
H7369,4,273500,369500
H7469,5,274500,369500
H7569,4,275500,369500
H7669,5,276500,369500
H7769,4,277500,369500
H7869,4,278500,369500
H7969,3,279500,369500
H8069,3,280500,369500
H8169,3,281500,369500
H8269,2,282500,369500
H8369,2,283500,369500
H8469,2,284500,369500
H8569,2,285500,369500
H8669,2,286500,369500
H8769,2,287500,369500
H8869,2,288500,369500
H8969,2,289500,369500
H9069,1,290500,369500
H9169,1,291500,369500
H9269,1,292500,369500
J0769,1,307500,369500
J0869,1,308500,369500
J0969,1,309500,369500
J1069,1,310500,369500
J1169,1,311500,369500
J1269,1,312500,369500
J1369,1,313500,369500
J1469,1,314500,369500
J1569,1,315500,369500
J1669,1,316500,369500
J1769,1,317500,369500
J1869,1,318500,369500
J1969,1,319500,369500
J2069,1,320500,369500
J2169,1,321500,369500
J2269,1,322500,369500
J2369,1,323500,369500
J2469,2,324500,369500
J2569,2,325500,369500
J2669,2,326500,369500
J2769,1,327500,369500
J2869,1,328500,369500
J2969,1,329500,369500
J3069,1,330500,369500
J3169,1,331500,369500
J3269,1,332500,369500
J3369,2,333500,369500
J3469,1,334500,369500
J3569,2,335500,369500
J3669,2,336500,369500
J3769,2,337500,369500
J3869,1,338500,369500
J3969,1,339500,369500
J4069,1,340500,369500
J4169,1,341500,369500
J4269,1,342500,369500
J4369,2,343500,369500
J4469,2,344500,369500
J4569,1,345500,369500
J4669,1,346500,369500
J4769,1,347500,369500
J4869,1,348500,369500
J4969,1,349500,369500
J5369,1,353500,369500
J5469,1,354500,369500
J5569,1,355500,369500
J5669,1,356500,369500
J5769,3,357500,369500
J5869,1,358500,369500
J5969,4,359500,369500
J6069,4,360500,369500
J6169,4,361500,369500
J6269,1,362500,369500
J6369,1,363500,369500
H1168,4,211500,368500
H1268,5,212500,368500
H1368,5,213500,368500
H1468,4,214500,368500
H1568,4,215500,368500
H1668,2,216500,368500
H1768,2,217500,368500
H1868,4,218500,368500
H1968,4,219500,368500
H2068,4,220500,368500
H2168,4,221500,368500
H2268,4,222500,368500
H2368,5,223500,368500
H2468,5,224500,368500
H2568,4,225500,368500
H2668,4,226500,368500
H2768,3,227500,368500
H2868,4,228500,368500
H2968,3,229500,368500
H3068,3,230500,368500
H3168,3,231500,368500
H3268,3,232500,368500
H3368,3,233500,368500
H3468,4,234500,368500
H3568,4,235500,368500
H3668,3,236500,368500
H3768,3,237500,368500
H3868,2,238500,368500
H3968,2,239500,368500
H4068,1,240500,368500
H4168,2,241500,368500
H4268,2,242500,368500
H4368,1,243500,368500
H4468,1,244500,368500
H4568,1,245500,368500
H4668,1,246500,368500
H4768,2,247500,368500
H4868,2,248500,368500
H4968,3,249500,368500
H5068,3,250500,368500
H5168,3,251500,368500
H5268,2,252500,368500
H5368,2,253500,368500
H5468,2,254500,368500
H5568,2,255500,368500
H5668,2,256500,368500
H5768,4,257500,368500
H5868,4,258500,368500
H5968,4,259500,368500
H6068,5,260500,368500
H6168,5,261500,368500
H6268,5,262500,368500
H6368,4,263500,368500
H6468,4,264500,368500
H6568,5,265500,368500
H6668,5,266500,368500
H6768,4,267500,368500
H6868,1,268500,368500
H6968,1,269500,368500
H7068,4,270500,368500
H7168,4,271500,368500
H7268,4,272500,368500
H7368,3,273500,368500
H7468,4,274500,368500
H7568,2,275500,368500
H7668,3,276500,368500
H7768,3,277500,368500
H7868,2,278500,368500
H7968,2,279500,368500
H8068,3,280500,368500
H8168,3,281500,368500
H8268,3,282500,368500
H8368,2,283500,368500
H8468,2,284500,368500
H8568,2,285500,368500
H8668,2,286500,368500
H8768,2,287500,368500
H8868,2,288500,368500
H8968,1,289500,368500
H9068,1,290500,368500
H9168,1,291500,368500
J0768,1,307500,368500
J0868,1,308500,368500
J0968,1,309500,368500
J1068,1,310500,368500
J1168,1,311500,368500
J1268,1,312500,368500
J1368,1,313500,368500
J1468,1,314500,368500
J1568,1,315500,368500
J1668,1,316500,368500
J1768,1,317500,368500
J1868,1,318500,368500
J1968,1,319500,368500
J2068,1,320500,368500
J2168,1,321500,368500
J2268,1,322500,368500
J2368,1,323500,368500
J2468,2,324500,368500
J2568,1,325500,368500
J2668,1,326500,368500
J2768,1,327500,368500
J2868,1,328500,368500
J2968,1,329500,368500
J3068,1,330500,368500
J3168,1,331500,368500
J3268,1,332500,368500
J3368,2,333500,368500
J3468,2,334500,368500
J3568,2,335500,368500
J3668,2,336500,368500
J3768,1,337500,368500
J3868,1,338500,368500
J3968,1,339500,368500
J4068,1,340500,368500
J4168,1,341500,368500
J4268,1,342500,368500
J4368,2,343500,368500
J4468,2,344500,368500
J4568,1,345500,368500
J4668,1,346500,368500
J4768,1,347500,368500
J4868,1,348500,368500
J4968,1,349500,368500
J5568,1,355500,368500
J5668,1,356500,368500
J5768,1,357500,368500
J5868,1,358500,368500
J5968,4,359500,368500
J6068,4,360500,368500
J6168,4,361500,368500
J6268,1,362500,368500
J6368,1,363500,368500
H1067,4,210500,367500
H1167,5,211500,367500
H1267,5,212500,367500
H1367,4,213500,367500
H1467,4,214500,367500
H1567,4,215500,367500
H1667,4,216500,367500
H1767,4,217500,367500
H1867,4,218500,367500
H1967,4,219500,367500
H2067,4,220500,367500
H2167,4,221500,367500
H2267,4,222500,367500
H2367,5,223500,367500
H2467,4,224500,367500
H2567,4,225500,367500
H2667,4,226500,367500
H2767,4,227500,367500
H2867,3,228500,367500
H2967,3,229500,367500
H3067,3,230500,367500
H3167,3,231500,367500
H3267,4,232500,367500
H3367,3,233500,367500
H3467,4,234500,367500
H3567,4,235500,367500
H3667,3,236500,367500
H3767,2,237500,367500
H3867,2,238500,367500
H3967,2,239500,367500
H4067,2,240500,367500
H4167,2,241500,367500
H4267,2,242500,367500
H4367,1,243500,367500
H4467,2,244500,367500
H4567,2,245500,367500
H4667,2,246500,367500
H4767,2,247500,367500
H4867,2,248500,367500
H4967,3,249500,367500
H5067,3,250500,367500
H5167,3,251500,367500
H5267,3,252500,367500
H5367,2,253500,367500
H5467,2,254500,367500
H5567,4,255500,367500
H5667,4,256500,367500
H5767,4,257500,367500
H5867,4,258500,367500
H5967,4,259500,367500
H6067,5,260500,367500
H6167,4,261500,367500
H6267,4,262500,367500
H6367,4,263500,367500
H6467,4,264500,367500
H6567,4,265500,367500
H6667,5,266500,367500
H6767,5,267500,367500
H6867,4,268500,367500
H6967,4,269500,367500
H7067,4,270500,367500
H7167,4,271500,367500
H7267,3,272500,367500
H7367,3,273500,367500
H7467,3,274500,367500
H7567,3,275500,367500
H7667,2,276500,367500
H7767,2,277500,367500
H7867,3,278500,367500
H7967,2,279500,367500
H8067,2,280500,367500
H8167,2,281500,367500
H8267,4,282500,367500
H8367,4,283500,367500
H8467,4,284500,367500
H8567,2,285500,367500
H8667,1,286500,367500
H8767,1,287500,367500
H8867,1,288500,367500
H8967,1,289500,367500
H9067,1,290500,367500
J0767,1,307500,367500
J0867,1,308500,367500
J0967,1,309500,367500
J1067,1,310500,367500
J1167,1,311500,367500
J1267,2,312500,367500
J1367,2,313500,367500
J1467,2,314500,367500
J1567,1,315500,367500
J1667,1,316500,367500
J1767,1,317500,367500
J1867,1,318500,367500
J1967,1,319500,367500
J2067,1,320500,367500
J2167,2,321500,367500
J2267,2,322500,367500
J2367,2,323500,367500
J2467,2,324500,367500
J2567,1,325500,367500
J2667,1,326500,367500
J2767,1,327500,367500
J2867,1,328500,367500
J2967,1,329500,367500
J3067,1,330500,367500
J3167,1,331500,367500
J3267,1,332500,367500
J3367,2,333500,367500
J3467,2,334500,367500
J3567,2,335500,367500
J3667,1,336500,367500
J3767,1,337500,367500
J3867,1,338500,367500
J3967,1,339500,367500
J4067,1,340500,367500
J4167,1,341500,367500
J4267,1,342500,367500
J4367,1,343500,367500
J4467,2,344500,367500
J4567,1,345500,367500
J4667,3,346500,367500
J4767,3,347500,367500
J4867,4,348500,367500
J4967,4,349500,367500
J5067,1,350500,367500
J5567,1,355500,367500
J5667,1,356500,367500
J5767,1,357500,367500
J5867,4,358500,367500
J5967,4,359500,367500
J6067,3,360500,367500
J6167,1,361500,367500
J6267,1,362500,367500
J6367,1,363500,367500
J6467,1,364500,367500
G9966,5,199500,366500
H0066,5,200500,366500
H0166,5,201500,366500
H0266,3,202500,366500
H1066,4,210500,366500
H1166,5,211500,366500
