Tile,class,x,y
C9502,1,295500,402500
C9602,1,296500,402500
C9702,1,297500,402500
C9802,1,298500,402500
C9902,1,299500,402500
D0002,1,300500,402500
D0102,1,301500,402500
D0202,1,302500,402500
D0302,1,303500,402500
D0402,1,304500,402500
D0502,1,305500,402500
D0602,1,306500,402500
D0702,1,307500,402500
D0802,1,308500,402500
D0902,1,309500,402500
D1002,1,310500,402500
D1102,1,311500,402500
D1202,1,312500,402500
D1302,1,313500,402500
D1402,1,314500,402500
D1502,1,315500,402500
D1602,1,316500,402500
D1702,1,317500,402500
D1802,1,318500,402500
D1902,1,319500,402500
D2002,1,320500,402500
D2102,1,321500,402500
D2202,1,322500,402500
D2302,1,323500,402500
D2402,1,324500,402500
D2502,1,325500,402500
D2602,1,326500,402500
D2702,1,327500,402500
D2802,1,328500,402500
D2902,1,329500,402500
D3002,1,330500,402500
D3102,1,331500,402500
D3202,1,332500,402500
D3302,1,333500,402500
D3402,1,334500,402500
D3502,2,335500,402500
D3602,2,336500,402500
D3702,2,337500,402500
D3802,1,338500,402500
D3902,1,339500,402500
D4002,2,340500,402500
D4102,2,341500,402500
D4202,2,342500,402500
D4302,2,343500,402500
D4402,1,344500,402500
D4502,2,345500,402500
D4602,2,346500,402500
C3401,4,234500,401500
C3501,4,235500,401500
C3601,4,236500,401500
C3701,5,237500,401500
C3801,5,238500,401500
C3901,5,239500,401500
C4001,4,240500,401500
C4101,5,241500,401500
C4201,5,242500,401500
C4301,5,243500,401500
C4401,5,244500,401500
C4501,5,245500,401500
C4601,5,246500,401500
C4701,5,247500,401500
C4801,5,248500,401500
C4901,5,249500,401500
C5001,5,250500,401500
C5101,5,251500,401500
C5201,5,252500,401500
C5301,5,253500,401500
C5401,5,254500,401500
C5501,5,255500,401500
C5601,5,256500,401500
C5701,5,257500,401500
C5801,5,258500,401500
C5901,5,259500,401500
C6001,4,260500,401500
C6101,5,261500,401500
C6201,5,262500,401500
C6301,5,263500,401500
C6401,5,264500,401500
C6501,5,265500,401500
C6601,3,266500,401500
C6701,5,267500,401500
C6801,5,268500,401500
C6901,5,269500,401500
C7001,5,270500,401500
C7101,5,271500,401500
C7201,5,272500,401500
C7301,1,273500,401500
C7401,1,274500,401500
C7501,1,275500,401500
C7601,3,276500,401500
C7701,4,277500,401500
C7801,4,278500,401500
C7901,4,279500,401500
C8001,4,280500,401500
C8101,4,281500,401500
C8201,4,282500,401500
C8301,1,283500,401500
C8401,1,284500,401500
C8501,1,285500,401500
C8601,1,286500,401500
C8701,1,287500,401500
C8801,1,288500,401500
C8901,1,289500,401500
C9001,1,290500,401500
C9101,1,291500,401500
C9201,1,292500,401500
C9301,1,293500,401500
C9401,1,294500,401500
C9501,1,295500,401500
C9601,1,296500,401500
C9701,1,297500,401500
C9801,1,298500,401500
C9901,1,299500,401500
D0001,1,300500,401500
D0101,1,301500,401500
D0201,1,302500,401500
D0301,1,303500,401500
D0401,1,304500,401500
D0501,1,305500,401500
D0601,1,306500,401500
D0701,1,307500,401500
D0801,1,308500,401500
D0901,1,309500,401500
D1001,1,310500,401500
D1101,1,311500,401500
D1201,1,312500,401500
D1301,1,313500,401500
D1401,1,314500,401500
D1501,1,315500,401500
D1601,1,316500,401500
D1701,1,317500,401500
D1801,1,318500,401500
D1901,1,319500,401500
D2001,1,320500,401500
D2101,1,321500,401500
D2201,1,322500,401500
D2301,1,323500,401500
D2401,1,324500,401500
D2501,1,325500,401500
D2601,1,326500,401500
D2701,1,327500,401500
D2801,1,328500,401500
D2901,1,329500,401500
D3001,1,330500,401500
D3101,1,331500,401500
D3201,1,332500,401500
D3301,1,333500,401500
D3401,2,334500,401500
D3501,2,335500,401500
D3601,2,336500,401500
D3701,1,337500,401500
D3801,1,338500,401500
D3901,1,339500,401500
D4001,2,340500,401500
D4101,2,341500,401500
D4201,2,342500,401500
D4301,1,343500,401500
D4401,1,344500,401500
D4501,1,345500,401500
D4601,2,346500,401500
D4701,1,347500,401500
C3400,4,234500,400500
C3500,5,235500,400500
C3600,5,236500,400500
C3700,5,237500,400500
C3800,5,238500,400500
C3900,4,239500,400500
C4000,4,240500,400500
C4100,5,241500,400500
C4200,5,242500,400500
C4300,5,243500,400500
C4400,5,244500,400500
C4500,5,245500,400500
C4600,5,246500,400500
C4700,5,247500,400500
C4800,5,248500,400500
C4900,5,249500,400500
C5000,5,250500,400500
C5100,5,251500,400500
C5200,5,252500,400500
C5300,5,253500,400500
C5400,5,254500,400500
C5500,5,255500,400500
C5600,5,256500,400500
C5700,5,257500,400500
C5800,5,258500,400500
C5900,5,259500,400500
C6000,5,260500,400500
C6100,5,261500,400500
C6200,5,262500,400500
C6300,3,263500,400500
C6400,5,264500,400500
C6500,5,265500,400500
C6600,3,266500,400500
C6700,3,267500,400500
C6800,3,268500,400500
C6900,5,269500,400500
C7000,5,270500,400500
C7100,4,271500,400500
C7200,4,272500,400500
C7300,3,273500,400500
C7400,1,274500,400500
C7500,1,275500,400500
C7600,3,276500,400500
C7700,4,277500,400500
C7800,4,278500,400500
C7900,4,279500,400500
C8000,1,280500,400500
C8100,1,281500,400500
C8200,4,282500,400500
C8300,2,283500,400500
C8400,1,284500,400500
C8500,1,285500,400500
C8600,1,286500,400500
C8700,1,287500,400500
C8800,1,288500,400500
C8900,1,289500,400500
C9000,1,290500,400500
C9100,1,291500,400500
C9200,1,292500,400500
C9300,1,293500,400500
C9400,1,294500,400500
C9500,1,295500,400500
C9600,1,296500,400500
C9700,1,297500,400500
C9800,1,298500,400500
C9900,1,299500,400500
D0000,1,300500,400500
D0100,1,301500,400500
D0200,1,302500,400500
D0300,1,303500,400500
D0400,1,304500,400500
D0500,1,305500,400500
D0600,1,306500,400500
D0700,1,307500,400500
D0800,1,308500,400500
D0900,1,309500,400500
D1000,1,310500,400500
D1100,1,311500,400500
D1200,1,312500,400500
D1300,1,313500,400500
D1400,1,314500,400500
D1500,1,315500,400500
D1600,1,316500,400500
D1700,1,317500,400500
D1800,1,318500,400500
D1900,1,319500,400500
D2000,1,320500,400500
D2100,1,321500,400500
D2200,1,322500,400500
D2300,1,323500,400500
D2400,1,324500,400500
D2500,1,325500,400500
D2600,1,326500,400500
D2700,1,327500,400500
D2800,1,328500,400500
D2900,1,329500,400500
D3000,1,330500,400500
D3100,1,331500,400500
D3200,1,332500,400500
D3300,1,333500,400500
D3400,2,334500,400500
D3500,2,335500,400500
D3600,1,336500,400500
D3700,1,337500,400500
D3800,1,338500,400500
D3900,1,339500,400500
D4000,1,340500,400500
D4100,1,341500,400500
D4200,1,342500,400500
D4300,2,343500,400500
D4400,2,344500,400500
D4500,2,345500,400500
D4600,1,346500,400500
D4700,1,347500,400500
H3399,4,233500,399500
H3499,5,234500,399500
H3599,5,235500,399500
H3699,5,236500,399500
H3799,5,237500,399500
H3899,4,238500,399500
H3999,4,239500,399500
H4099,4,240500,399500
H4199,5,241500,399500
H4299,5,242500,399500
H4399,5,243500,399500
H4499,5,244500,399500
H4599,5,245500,399500
H4699,5,246500,399500
H4799,5,247500,399500
H4899,5,248500,399500
H4999,5,249500,399500
H5099,5,250500,399500
H5199,5,251500,399500
H5299,4,252500,399500
H5399,5,253500,399500
H5499,5,254500,399500
H5599,5,255500,399500
H5699,5,256500,399500
H5799,5,257500,399500
H5899,5,258500,399500
H5999,5,259500,399500
H6099,5,260500,399500
H6199,5,261500,399500
H6299,5,262500,399500
H6399,5,263500,399500
H6499,4,264500,399500
H6599,5,265500,399500
H6699,3,266500,399500
H6799,5,267500,399500
H6899,5,268500,399500
H6999,3,269500,399500
H7099,4,270500,399500
H7199,4,271500,399500
H7299,4,272500,399500
H7399,4,273500,399500
H7499,1,274500,399500
H7599,1,275500,399500
H7699,4,276500,399500
H7799,4,277500,399500
H7899,4,278500,399500
H7999,1,279500,399500
H8099,4,280500,399500
H8199,4,281500,399500
H8299,4,282500,399500
H8399,4,283500,399500
H8499,3,284500,399500
H8599,2,285500,399500
H8699,5,286500,399500
H8799,5,287500,399500
H8899,1,288500,399500
H8999,1,289500,399500
H9099,1,290500,399500
H9199,1,291500,399500
H9299,1,292500,399500
H9399,1,293500,399500
H9499,1,294500,399500
H9599,1,295500,399500
H9699,1,296500,399500
H9799,1,297500,399500
H9899,1,298500,399500
H9999,1,299500,399500
J0099,1,300500,399500
J0199,1,301500,399500
J0299,1,302500,399500
J0399,1,303500,399500
J0499,1,304500,399500
J0599,1,305500,399500
J0699,1,306500,399500
J0799,1,307500,399500
J0899,1,308500,399500
J0999,1,309500,399500
J1099,1,310500,399500
J1199,1,311500,399500
J1299,1,312500,399500
J1399,1,313500,399500
J1499,1,314500,399500
J1599,1,315500,399500
J1699,4,316500,399500
J1799,4,317500,399500
J1899,1,318500,399500
J1999,1,319500,399500
J2099,1,320500,399500
J2199,1,321500,399500
J2299,1,322500,399500
J2399,1,323500,399500
J2499,1,324500,399500
J2599,1,325500,399500
J2699,1,326500,399500
J2799,1,327500,399500
J2899,1,328500,399500
J2999,1,329500,399500
J3099,1,330500,399500
J3199,1,331500,399500
J3299,1,332500,399500
J3399,1,333500,399500
J3499,1,334500,399500
J3599,1,335500,399500
J3699,1,336500,399500
J3799,1,337500,399500
J3899,2,338500,399500
J3999,1,339500,399500
J4099,2,340500,399500
J4199,2,341500,399500
J4299,2,342500,399500
J4399,2,343500,399500
J4499,1,344500,399500
J4599,2,345500,399500
J4699,2,346500,399500
J4799,1,347500,399500
J4899,1,348500,399500
H3398,4,233500,398500
H3498,5,234500,398500
H3598,5,235500,398500
H3698,5,236500,398500
H3798,5,237500,398500
H3898,5,238500,398500
H3998,5,239500,398500
H4098,4,240500,398500
H4198,5,241500,398500
H4298,5,242500,398500
H4398,5,243500,398500
H4498,5,244500,398500
H4598,5,245500,398500
H4698,5,246500,398500
H4798,5,247500,398500
H4898,5,248500,398500
H4998,5,249500,398500
H5098,5,250500,398500
H5198,5,251500,398500
H5298,4,252500,398500
H5398,4,253500,398500
H5498,5,254500,398500
H5598,5,255500,398500
H5698,5,256500,398500
H5798,5,257500,398500
H5898,5,258500,398500
H5998,5,259500,398500
H6098,5,260500,398500
H6198,5,261500,398500
H6298,5,262500,398500
H6398,5,263500,398500
H6498,5,264500,398500
H6598,5,265500,398500
H6698,5,266500,398500
H6798,5,267500,398500
H6898,3,268500,398500
H6998,4,269500,398500
H7098,4,270500,398500
H7198,4,271500,398500
H7298,4,272500,398500
H7398,4,273500,398500
H7498,4,274500,398500
H7598,1,275500,398500
H7698,4,276500,398500
H7798,4,277500,398500
H7898,2,278500,398500
H7998,2,279500,398500
H8098,2,280500,398500
H8198,2,281500,398500
H8298,2,282500,398500
H8398,3,283500,398500
H8498,3,284500,398500
H8598,3,285500,398500
H8698,5,286500,398500
H8798,3,287500,398500
H8898,3,288500,398500
H8998,1,289500,398500
H9098,1,290500,398500
H9198,1,291500,398500
H9298,1,292500,398500
H9398,1,293500,398500
H9498,1,294500,398500
H9598,1,295500,398500
H9698,1,296500,398500
H9798,1,297500,398500
H9898,1,298500,398500
H9998,1,299500,398500
J0098,1,300500,398500
J0198,1,301500,398500
J0298,1,302500,398500
J0398,1,303500,398500
J0498,1,304500,398500
J0598,1,305500,398500
J0698,1,306500,398500
J0798,1,307500,398500
J0898,1,308500,398500
J0998,1,309500,398500
J1098,1,310500,398500
J1198,1,311500,398500
J1298,1,312500,398500
J1398,1,313500,398500
J1498,1,314500,398500
J1598,1,315500,398500
J1698,1,316500,398500
J1798,1,317500,398500
J1898,1,318500,398500
J1998,1,319500,398500
J2098,1,320500,398500
J2198,1,321500,398500
J2298,1,322500,398500
J2398,1,323500,398500
J2498,1,324500,398500
J2598,1,325500,398500
J2698,1,326500,398500
J2798,1,327500,398500
J2898,1,328500,398500
J2998,1,329500,398500
J3098,1,330500,398500
J3198,1,331500,398500
J3298,1,332500,398500
J3398,1,333500,398500
J3498,1,334500,398500
J3598,1,335500,398500
J3698,1,336500,398500
J3798,1,337500,398500
J3898,2,338500,398500
J3998,2,339500,398500
J4098,1,340500,398500
J4198,1,341500,398500
J4298,2,342500,398500
J4398,2,343500,398500
J4498,2,344500,398500
J4598,2,345500,398500
J4698,2,346500,398500
J4798,1,347500,398500
J4898,1,348500,398500
H3297,4,232500,397500
H3397,5,233500,397500
H3497,5,234500,397500
H3597,5,235500,397500
H3697,5,236500,397500
H3797,5,237500,397500
H3897,5,238500,397500
H3997,5,239500,397500
H4097,4,240500,397500
H4197,5,241500,397500
H4297,5,242500,397500
H4397,5,243500,397500
H4497,5,244500,397500
H4597,5,245500,397500
H4697,5,246500,397500
H4797,5,247500,397500
H4897,5,248500,397500
H4997,5,249500,397500
H5097,5,250500,397500
H5197,5,251500,397500
H5297,4,252500,397500
H5397,5,253500,397500
H5497,5,254500,397500
H5597,5,255500,397500
H5697,5,256500,397500
H5797,5,257500,397500
H5897,5,258500,397500
H5997,5,259500,397500
H6097,5,260500,397500
H6197,5,261500,397500
H6297,5,262500,397500
H6397,5,263500,397500
H6497,5,264500,397500
H6597,5,265500,397500
H6697,5,266500,397500
H6797,5,267500,397500
H6897,4,268500,397500
H6997,4,269500,397500
H7097,4,270500,397500
H7197,4,271500,397500
H7297,4,272500,397500
H7397,4,273500,397500
H7497,4,274500,397500
H7597,2,275500,397500
H7697,3,276500,397500
H7797,2,277500,397500
H7897,2,278500,397500
H7997,2,279500,397500
H8097,2,280500,397500
H8197,2,281500,397500
H8297,2,282500,397500
H8397,2,283500,397500
H8497,3,284500,397500
H8597,3,285500,397500
H8697,3,286500,397500
H8797,3,287500,397500
H8897,5,288500,397500
H8997,1,289500,397500
H9097,1,290500,397500
H9197,1,291500,397500
H9297,1,292500,397500
H9397,1,293500,397500
H9497,1,294500,397500
H9597,1,295500,397500
H9697,1,296500,397500
H9797,1,297500,397500
H9897,1,298500,397500
H9997,1,299500,397500
J0097,1,300500,397500
J0197,1,301500,397500
J0297,1,302500,397500
J0397,1,303500,397500
J0497,1,304500,397500
J0597,1,305500,397500
J0697,1,306500,397500
J0797,1,307500,397500
J0897,1,308500,397500
J0997,1,309500,397500
J1097,1,310500,397500
J1197,1,311500,397500
J1297,1,312500,397500
J1397,1,313500,397500
J1497,1,314500,397500
J1597,1,315500,397500
J1697,1,316500,397500
J1797,1,317500,397500
J1897,1,318500,397500
J1997,1,319500,397500
J2097,4,320500,397500
J2197,1,321500,397500
J2297,1,322500,397500
J2397,1,323500,397500
J2497,1,324500,397500
J2597,1,325500,397500
J2697,1,326500,397500
J2797,1,327500,397500
J2897,1,328500,397500
J2997,1,329500,397500
J3097,1,330500,397500
J3197,1,331500,397500
J3297,1,332500,397500
J3397,1,333500,397500
J3497,1,334500,397500
J3597,1,335500,397500
J3697,1,336500,397500
J3797,1,337500,397500
J3897,2,338500,397500
J3997,2,339500,397500
J4097,1,340500,397500
J4197,1,341500,397500
J4297,2,342500,397500
J4397,2,343500,397500
J4497,1,344500,397500
J4597,1,345500,397500
J4697,2,346500,397500
J4797,1,347500,397500
J4897,2,348500,397500
H3096,4,230500,396500
H3196,4,231500,396500
H3296,5,232500,396500
H3396,5,233500,396500
H3496,5,234500,396500
H3596,5,235500,396500
H3696,5,236500,396500
H3796,5,237500,396500
H3896,5,238500,396500
H3996,5,239500,396500
H4096,5,240500,396500
H4196,4,241500,396500
H4296,3,242500,396500
H4396,5,243500,396500
H4496,5,244500,396500
H4596,5,245500,396500
H4696,5,246500,396500
H4796,5,247500,396500
H4896,5,248500,396500
H4996,5,249500,396500
H5096,4,250500,396500
H5196,4,251500,396500
H5296,4,252500,396500
H5396,5,253500,396500
H5496,5,254500,396500
H5596,5,255500,396500
H5696,5,256500,396500
H5796,5,257500,396500
H5896,5,258500,396500
H5996,5,259500,396500
H6096,5,260500,396500
H6196,5,261500,396500
H6296,5,262500,396500
H6396,5,263500,396500
H6496,5,264500,396500
H6596,4,265500,396500
H6696,4,266500,396500
H6796,4,267500,396500
H6896,4,268500,396500
H6996,4,269500,396500
H7096,3,270500,396500
H7196,4,271500,396500
H7296,4,272500,396500
H7396,4,273500,396500
H7496,3,274500,396500
H7596,2,275500,396500
H7696,2,276500,396500
H7796,2,277500,396500
H7896,2,278500,396500
H7996,2,279500,396500
H8096,2,280500,396500
H8196,2,281500,396500
H8296,2,282500,396500
H8396,3,283500,396500
H8496,3,284500,396500
H8596,3,285500,396500
H8696,3,286500,396500
H8796,3,287500,396500
H8896,3,288500,396500
H8996,1,289500,396500
H9096,1,290500,396500
H9196,1,291500,396500
H9296,1,292500,396500
H9396,1,293500,396500
H9496,1,294500,396500
H9596,1,295500,396500
H9696,1,296500,396500
H9796,1,297500,396500
H9896,1,298500,396500
H9996,1,299500,396500
J0096,1,300500,396500
J0196,1,301500,396500
J0296,1,302500,396500
J0396,1,303500,396500
J0496,1,304500,396500
J0596,1,305500,396500
J0696,1,306500,396500
J0796,1,307500,396500
J0896,1,308500,396500
J0996,1,309500,396500
J1096,1,310500,396500
J1196,1,311500,396500
J1296,1,312500,396500
J1396,1,313500,396500
J1496,1,314500,396500
J1596,1,315500,396500
J1696,1,316500,396500
J1796,4,317500,396500
J1896,4,318500,396500
J1996,4,319500,396500
J2096,4,320500,396500
J2196,4,321500,396500
J2296,1,322500,396500
J2396,1,323500,396500
J2496,1,324500,396500
J2596,1,325500,396500
J2696,1,326500,396500
J2796,1,327500,396500
J2896,1,328500,396500
J2996,1,329500,396500
J3096,1,330500,396500
J3196,1,331500,396500
J3296,1,332500,396500
J3396,1,333500,396500
J3496,1,334500,396500
J3596,1,335500,396500
J3696,1,336500,396500
J3796,1,337500,396500
J3896,2,338500,396500
J3996,2,339500,396500
J4096,2,340500,396500
J4196,1,341500,396500
J4296,1,342500,396500
J4396,1,343500,396500
J4496,1,344500,396500
J4596,2,345500,396500
J4696,2,346500,396500
J4796,1,347500,396500
J4896,2,348500,396500
H2995,4,229500,395500
H3095,4,230500,395500
H3195,4,231500,395500
H3295,4,232500,395500
H3395,5,233500,395500
H3495,5,234500,395500
H3595,5,235500,395500
H3695,5,236500,395500
H3795,5,237500,395500
H3895,5,238500,395500
H3995,5,239500,395500
H4095,5,240500,395500
H4195,4,241500,395500
H4295,5,242500,395500
H4395,5,243500,395500
H4495,4,244500,395500
H4595,4,245500,395500
H4695,4,246500,395500
H4795,5,247500,395500
H4895,4,248500,395500
H4995,4,249500,395500
H5095,4,250500,395500
H5195,4,251500,395500
H5295,4,252500,395500
H5395,5,253500,395500
H5495,5,254500,395500
H5595,5,255500,395500
H5695,5,256500,395500
H5795,5,257500,395500
H5895,5,258500,395500
H5995,5,259500,395500
H6095,5,260500,395500
H6195,5,261500,395500
H6295,5,262500,395500
H6395,5,263500,395500
H6495,5,264500,395500
H6595,4,265500,395500
H6695,3,266500,395500
H6795,4,267500,395500
H6895,4,268500,395500
H6995,4,269500,395500
H7095,4,270500,395500
H7195,4,271500,395500
H7295,4,272500,395500
H7395,4,273500,395500
H7495,3,274500,395500
H7595,2,275500,395500
H7695,2,276500,395500
H7795,2,277500,395500
H7895,2,278500,395500
H7995,2,279500,395500
H8095,2,280500,395500
H8195,2,281500,395500
H8295,2,282500,395500
H8395,2,283500,395500
H8495,5,284500,395500
H8595,3,285500,395500
H8695,3,286500,395500
H8795,3,287500,395500
H8895,3,288500,395500
H8995,1,289500,395500
H9095,1,290500,395500
H9195,1,291500,395500
H9295,1,292500,395500
H9395,1,293500,395500
H9495,1,294500,395500
H9595,1,295500,395500
H9695,1,296500,395500
H9795,1,297500,395500
H9895,1,298500,395500
H9995,1,299500,395500
J0095,1,300500,395500
J0195,1,301500,395500
J0295,1,302500,395500
J0395,1,303500,395500
J0495,1,304500,395500
J0595,1,305500,395500
J0695,1,306500,395500
J0795,1,307500,395500
J0895,1,308500,395500
J0995,1,309500,395500
J1095,1,310500,395500
J1195,1,311500,395500
J1295,1,312500,395500
J1395,1,313500,395500
J1495,1,314500,395500
J1595,1,315500,395500
J1695,1,316500,395500
J1795,4,317500,395500
J1895,4,318500,395500
J1995,4,319500,395500
J2095,4,320500,395500
J2195,4,321500,395500
J2295,4,322500,395500
J2395,1,323500,395500
J2495,1,324500,395500
J2595,1,325500,395500
J2695,1,326500,395500
J2795,1,327500,395500
J2895,1,328500,395500
J2995,1,329500,395500
J3095,1,330500,395500
J3195,1,331500,395500
J3295,1,332500,395500
J3395,1,333500,395500
J3495,1,334500,395500
J3595,1,335500,395500
J3695,1,336500,395500
J3795,1,337500,395500
J3895,1,338500,395500
J3995,1,339500,395500
J4095,2,340500,395500
J4195,2,341500,395500
J4295,1,342500,395500
J4395,2,343500,395500
J4495,2,344500,395500
J4595,2,345500,395500
J4695,2,346500,395500
J4795,2,347500,395500
J4895,2,348500,395500
H2894,4,228500,394500
H2994,5,229500,394500
H3094,5,230500,394500
H3194,3,231500,394500
H3294,3,232500,394500
H3394,4,233500,394500
H3494,4,234500,394500
H3594,5,235500,394500
H3694,5,236500,394500
H3794,5,237500,394500
H3894,5,238500,394500
H3994,5,239500,394500
H4094,5,240500,394500
H4194,4,241500,394500
H4294,4,242500,394500
H4394,4,243500,394500
H4494,5,244500,394500
H4594,5,245500,394500
H4694,4,246500,394500
H4794,4,247500,394500
H4894,4,248500,394500
H4994,4,249500,394500
H5094,4,250500,394500
H5194,4,251500,394500
H5294,4,252500,394500
H5394,4,253500,394500
H5494,4,254500,394500
H5594,5,255500,394500
H5694,5,256500,394500
H5794,5,257500,394500
H5894,5,258500,394500
H5994,5,259500,394500
H6094,5,260500,394500
H6194,5,261500,394500
H6294,5,262500,394500
H6394,5,263500,394500
H6494,5,264500,394500
H6594,5,265500,394500
H6694,3,266500,394500
H6794,5,267500,394500
H6894,3,268500,394500
H6994,3,269500,394500
H7094,4,270500,394500
H7194,4,271500,394500
H7294,4,272500,394500
H7394,4,273500,394500
H7494,4,274500,394500
H7594,2,275500,394500
H7694,2,276500,394500
H7794,2,277500,394500
H7894,2,278500,394500
H7994,5,279500,394500
H8094,5,280500,394500
H8194,2,281500,394500
H8294,2,282500,394500
H8394,2,283500,394500
H8494,5,284500,394500
H8594,5,285500,394500
H8694,3,286500,394500
H8794,3,287500,394500
H8894,3,288500,394500
H8994,1,289500,394500
H9094,1,290500,394500
H9194,1,291500,394500
H9294,1,292500,394500
H9394,1,293500,394500
H9494,1,294500,394500
H9594,1,295500,394500
H9694,1,296500,394500
H9794,1,297500,394500
H9894,1,298500,394500
H9994,1,299500,394500
J0094,1,300500,394500
J0194,1,301500,394500
J0294,1,302500,394500
J0394,1,303500,394500
J0494,1,304500,394500
J0594,1,305500,394500
J0694,1,306500,394500
J0794,1,307500,394500
J0894,1,308500,394500
J0994,1,309500,394500
J1094,1,310500,394500
J1194,1,311500,394500
J1294,1,312500,394500
J1394,1,313500,394500
J1494,1,314500,394500
J1594,1,315500,394500
J1694,1,316500,394500
J1794,4,317500,394500
J1894,4,318500,394500
J1994,4,319500,394500
J2094,4,320500,394500
J2194,4,321500,394500
J2294,4,322500,394500
J2394,1,323500,394500
J2494,1,324500,394500
J2594,1,325500,394500
J2694,1,326500,394500
J2794,1,327500,394500
J2894,1,328500,394500
J2994,1,329500,394500
J3094,1,330500,394500
J3194,1,331500,394500
J3294,1,332500,394500
J3394,1,333500,394500
J3494,1,334500,394500
J3594,1,335500,394500
J3694,1,336500,394500
J3794,1,337500,394500
J3894,1,338500,394500
J3994,2,339500,394500
J4094,1,340500,394500
J4194,2,341500,394500
J4294,1,342500,394500
J4394,1,343500,394500
J4494,2,344500,394500
J4594,1,345500,394500
J4694,2,346500,394500
J4794,1,347500,394500
J4894,2,348500,394500
H2893,4,228500,393500
H2993,4,229500,393500
H3093,4,230500,393500
H3193,3,231500,393500
H3293,2,232500,393500
H3393,4,233500,393500
H3493,4,234500,393500
H3593,4,235500,393500
H3693,4,236500,393500
H3793,5,237500,393500
H3893,5,238500,393500
H3993,5,239500,393500
H4093,2,240500,393500
H4193,4,241500,393500
H4293,4,242500,393500
H4393,4,243500,393500
H4493,5,244500,393500
H4593,5,245500,393500
H4693,4,246500,393500
H4793,4,247500,393500
H4893,4,248500,393500
H4993,5,249500,393500
H5093,4,250500,393500
H5193,4,251500,393500
H5293,4,252500,393500
H5393,4,253500,393500
H5493,4,254500,393500
H5593,4,255500,393500
H5693,4,256500,393500
H5793,5,257500,393500
H5893,3,258500,393500
H5993,5,259500,393500
H6093,5,260500,393500
H6193,5,261500,393500
H6293,5,262500,393500
H6393,5,263500,393500
H6493,5,264500,393500
H6593,5,265500,393500
H6693,5,266500,393500
H6793,5,267500,393500
H6893,5,268500,393500
H6993,5,269500,393500
H7093,5,270500,393500
H7193,4,271500,393500
H7293,4,272500,393500
H7393,4,273500,393500
H7493,3,274500,393500
H7593,2,275500,393500
H7693,2,276500,393500
H7793,2,277500,393500
H7893,2,278500,393500
H7993,5,279500,393500
H8093,5,280500,393500
H8193,5,281500,393500
H8293,5,282500,393500
H8393,3,283500,393500
H8493,5,284500,393500
H8593,5,285500,393500
H8693,2,286500,393500
H8793,2,287500,393500
H8893,3,288500,393500
H8993,1,289500,393500
H9093,1,290500,393500
H9193,1,291500,393500
H9293,1,292500,393500
H9393,1,293500,393500
H9493,1,294500,393500
H9593,1,295500,393500
H9693,1,296500,393500
H9793,1,297500,393500
H9893,1,298500,393500
H9993,1,299500,393500
J0093,1,300500,393500
J0193,1,301500,393500
J0293,1,302500,393500
J0393,1,303500,393500
J0493,1,304500,393500
J0593,1,305500,393500
J0693,1,306500,393500
J0793,1,307500,393500
J0893,1,308500,393500
J0993,1,309500,393500
J1093,1,310500,393500
J1193,1,311500,393500
J1293,1,312500,393500
J1393,1,313500,393500
J1493,1,314500,393500
J1593,1,315500,393500
J1693,4,316500,393500
J1793,4,317500,393500
J1893,4,318500,393500
J1993,4,319500,393500
J2093,4,320500,393500
J2193,4,321500,393500
J2293,4,322500,393500
J2393,1,323500,393500
J2493,1,324500,393500
J2593,1,325500,393500
J2693,1,326500,393500
J2793,1,327500,393500
J2893,1,328500,393500
J2993,1,329500,393500
J3093,1,330500,393500
J3193,1,331500,393500
J3293,1,332500,393500
J3393,1,333500,393500
J3493,1,334500,393500
J3593,1,335500,393500
J3693,1,336500,393500
J3793,1,337500,393500
J3893,1,338500,393500
J3993,2,339500,393500
J4093,2,340500,393500
J4193,2,341500,393500
J4293,1,342500,393500
J4393,2,343500,393500
J4493,2,344500,393500
J4593,2,345500,393500
J4693,2,346500,393500
J4793,2,347500,393500
J4893,2,348500,393500
J4993,1,349500,393500
H2892,4,228500,392500
H2992,4,229500,392500
H3092,4,230500,392500
H3192,4,231500,392500
H3292,4,232500,392500
H3392,2,233500,392500
H3492,5,234500,392500
H3592,5,235500,392500
H3692,4,236500,392500
H3792,4,237500,392500
H3892,2,238500,392500
H3992,4,239500,392500
H4092,4,240500,392500
H4192,2,241500,392500
H4292,2,242500,392500
H4392,3,243500,392500
H4492,3,244500,392500
H4592,4,245500,392500
H4692,5,246500,392500
H4792,5,247500,392500
H4892,4,248500,392500
H4992,4,249500,392500
H5092,4,250500,392500
H5192,4,251500,392500
H5292,4,252500,392500
H5392,4,253500,392500
H5492,4,254500,392500
H5592,4,255500,392500
H5692,4,256500,392500
H5792,4,257500,392500
H5892,5,258500,392500
H5992,5,259500,392500
H6092,5,260500,392500
H6192,5,261500,392500
H6292,5,262500,392500
H6392,5,263500,392500
H6492,5,264500,392500
H6592,5,265500,392500
H6692,5,266500,392500
H6792,5,267500,392500
H6892,5,268500,392500
H6992,5,269500,392500
H7092,5,270500,392500
H7192,5,271500,392500
H7292,3,272500,392500
H7392,4,273500,392500
H7492,2,274500,392500
H7592,4,275500,392500
H7692,4,276500,392500
H7792,2,277500,392500
H7892,2,278500,392500
H7992,5,279500,392500
H8092,5,280500,392500
H8192,5,281500,392500
