fid,Tile,Class_max,Version,xcoord,ycoord,COUNTY_ID,CountyName,Area_SqKM,OBJECTID,,CountyName,Class_max,,
1018,H6781,5,Radon_Atlas_NI_V1,267500,381500,6,TYRONE,3265.796622,1,,TYRONE,5.00,,
1019,H6881,5,Radon_Atlas_NI_V1,268500,381500,6,TYRONE,3265.796622,1,,TYRONE,5.00,,
1020,H6981,5,Radon_Atlas_NI_V1,269500,381500,6,TYRONE,3265.796622,1,,TYRONE,5.00,,
1021,H7081,5,Radon_Atlas_NI_V1,270500,381500,6,TYRONE,3265.796622,1,,TYRONE,5.00,,
1022,H7181,5,Radon_Atlas_NI_V1,271500,381500,6,TYRONE,3265.796622,1,,TYRONE,5.00,,
1023,H7281,5,Radon_Atlas_NI_V1,272500,381500,6,TYRONE,3265.796622,1,,TYRONE,5.00,,
1024,H7381,3,Radon_Atlas_NI_V1,273500,381500,6,TYRONE,3265.796622,1,,TYRONE,3.00,,
1025,H7481,3,Radon_Atlas_NI_V1,274500,381500,6,TYRONE,3265.796622,1,,TYRONE,3.00,,
1026,H7581,3,Radon_Atlas_NI_V1,275500,381500,6,TYRONE,3265.796622,1,,TYRONE,3.00,,
1027,H7681,2,Radon_Atlas_NI_V1,276500,381500,6,TYRONE,3265.796622,1,,TYRONE,2.00,,
1028,H7781,2,Radon_Atlas_NI_V1,277500,381500,6,TYRONE,3265.796622,1,,TYRONE,2.00,,
1029,H7881,2,Radon_Atlas_NI_V1,278500,381500,6,TYRONE,3265.796622,1,,TYRONE,2.00,,
1030,H7981,2,Radon_Atlas_NI_V1,279500,381500,6,TYRONE,3265.796622,1,,TYRONE,2.00,,
1031,H8081,1,Radon_Atlas_NI_V1,280500,381500,6,TYRONE,3265.796622,1,,TYRONE,1.00,,
1032,H0680,3,Radon_Atlas_NI_V1,206500,380500,6,TYRONE,3265.796622,1,,TYRONE,3.00,,
1033,H0780,3,Radon_Atlas_NI_V1,207500,380500,6,TYRONE,3265.796622,1,,TYRONE,3.00,,
1034,H0880,3,Radon_Atlas_NI_V1,208500,380500,6,TYRONE,3265.796622,1,,TYRONE,3.00,,
1035,H0980,3,Radon_Atlas_NI_V1,209500,380500,6,TYRONE,3265.796622,1,,TYRONE,3.00,,
1036,H1080,3,Radon_Atlas_NI_V1,210500,380500,6,TYRONE,3265.796622,1,,TYRONE,3.00,,
1037,H1180,3,Radon_Atlas_NI_V1,211500,380500,6,TYRONE,3265.796622,1,,TYRONE,3.00,,
1038,H1280,3,Radon_Atlas_NI_V1,212500,380500,6,TYRONE,3265.796622,1,,TYRONE,3.00,,
1039,H1380,3,Radon_Atlas_NI_V1,213500,380500,6,TYRONE,3265.796622,1,,TYRONE,3.00,,
1040,H1480,3,Radon_Atlas_NI_V1,214500,380500,6,TYRONE,3265.796622,1,,TYRONE,3.00,,
1041,H1580,2,Radon_Atlas_NI_V1,215500,380500,6,TYRONE,3265.796622,1,,TYRONE,2.00,,
1042,H1680,4,Radon_Atlas_NI_V1,216500,380500,6,TYRONE,3265.796622,1,,TYRONE,4.00,,
1043,H1780,4,Radon_Atlas_NI_V1,217500,380500,6,TYRONE,3265.796622,1,,TYRONE,4.00,,
1044,H1880,4,Radon_Atlas_NI_V1,218500,380500,6,TYRONE,3265.796622,1,,TYRONE,4.00,,
1045,H1980,4,Radon_Atlas_NI_V1,219500,380500,6,TYRONE,3265.796622,1,,TYRONE,4.00,,
1046,H2080,4,Radon_Atlas_NI_V1,220500,380500,6,TYRONE,3265.796622,1,,TYRONE,4.00,,
1047,H2180,4,Radon_Atlas_NI_V1,221500,380500,6,TYRONE,3265.796622,1,,TYRONE,4.00,,
1048,H2280,4,Radon_Atlas_NI_V1,222500,380500,6,TYRONE,3265.796622,1,,TYRONE,4.00,,
1049,H2380,5,Radon_Atlas_NI_V1,223500,380500,6,TYRONE,3265.796622,1,,TYRONE,5.00,,
1050,H2480,4,Radon_Atlas_NI_V1,224500,380500,6,TYRONE,3265.796622,1,,TYRONE,4.00,,
1051,H2580,5,Radon_Atlas_NI_V1,225500,380500,6,TYRONE,3265.796622,1,,TYRONE,5.00,,
1052,H2680,5,Radon_Atlas_NI_V1,226500,380500,6,TYRONE,3265.796622,1,,TYRONE,5.00,,
1053,H2780,5,Radon_Atlas_NI_V1,227500,380500,6,TYRONE,3265.796622,1,,TYRONE,5.00,,
1054,H2880,5,Radon_Atlas_NI_V1,228500,380500,6,TYRONE,3265.796622,1,,TYRONE,5.00,,
1055,H2980,5,Radon_Atlas_NI_V1,229500,380500,6,TYRONE,3265.796622,1,,TYRONE,5.00,,
1056,H3080,5,Radon_Atlas_NI_V1,230500,380500,6,TYRONE,3265.796622,1,,TYRONE,5.00,,
1057,H3180,5,Radon_Atlas_NI_V1,231500,380500,6,TYRONE,3265.796622,1,,TYRONE,5.00,,
1058,H3280,5,Radon_Atlas_NI_V1,232500,380500,6,TYRONE,3265.796622,1,,TYRONE,5.00,,
1059,H3380,4,Radon_Atlas_NI_V1,233500,380500,6,TYRONE,3265.796622,1,,TYRONE,4.00,,
1060,H3480,4,Radon_Atlas_NI_V1,234500,380500,6,TYRONE,3265.796622,1,,TYRONE,4.00,,
1061,H3580,3,Radon_Atlas_NI_V1,235500,380500,6,TYRONE,3265.796622,1,,TYRONE,3.00,,
1062,H3680,5,Radon_Atlas_NI_V1,236500,380500,6,TYRONE,3265.796622,1,,TYRONE,5.00,,
1063,H3780,4,Radon_Atlas_NI_V1,237500,380500,6,TYRONE,3265.796622,1,,TYRONE,4.00,,
1064,H3880,4,Radon_Atlas_NI_V1,238500,380500,6,TYRONE,3265.796622,1,,TYRONE,4.00,,
1065,H3980,4,Radon_Atlas_NI_V1,239500,380500,6,TYRONE,3265.796622,1,,TYRONE,4.00,,
1066,H4080,5,Radon_Atlas_NI_V1,240500,380500,6,TYRONE,3265.796622,1,,TYRONE,5.00,,
1067,H4180,5,Radon_Atlas_NI_V1,241500,380500,6,TYRONE,3265.796622,1,,TYRONE,5.00,,
1068,H4280,4,Radon_Atlas_NI_V1,242500,380500,6,TYRONE,3265.796622,1,,TYRONE,4.00,,
1069,H4380,4,Radon_Atlas_NI_V1,243500,380500,6,TYRONE,3265.796622,1,,TYRONE,4.00,,
1070,H4480,4,Radon_Atlas_NI_V1,244500,380500,6,TYRONE,3265.796622,1,,TYRONE,4.00,,
1071,H4580,4,Radon_Atlas_NI_V1,245500,380500,6,TYRONE,3265.796622,1,,TYRONE,4.00,,
1072,H4680,4,Radon_Atlas_NI_V1,246500,380500,6,TYRONE,3265.796622,1,,TYRONE,4.00,,
1073,H4780,4,Radon_Atlas_NI_V1,247500,380500,6,TYRONE,3265.796622,1,,TYRONE,4.00,,
1074,H4880,4,Radon_Atlas_NI_V1,248500,380500,6,TYRONE,3265.796622,1,,TYRONE,4.00,,
1075,H4980,4,Radon_Atlas_NI_V1,249500,380500,6,TYRONE,3265.796622,1,,TYRONE,4.00,,
1076,H5080,4,Radon_Atlas_NI_V1,250500,380500,6,TYRONE,3265.796622,1,,TYRONE,4.00,,
1077,H5180,4,Radon_Atlas_NI_V1,251500,380500,6,TYRONE,3265.796622,1,,TYRONE,4.00,,
1078,H5280,3,Radon_Atlas_NI_V1,252500,380500,6,TYRONE,3265.796622,1,,TYRONE,3.00,,
1079,H5380,4,Radon_Atlas_NI_V1,253500,380500,6,TYRONE,3265.796622,1,,TYRONE,4.00,,
1080,H5480,3,Radon_Atlas_NI_V1,254500,380500,6,TYRONE,3265.796622,1,,TYRONE,3.00,,
1081,H5580,3,Radon_Atlas_NI_V1,255500,380500,6,TYRONE,3265.796622,1,,TYRONE,3.00,,
1082,H5680,5,Radon_Atlas_NI_V1,256500,380500,6,TYRONE,3265.796622,1,,TYRONE,5.00,,
1083,H5780,4,Radon_Atlas_NI_V1,257500,380500,6,TYRONE,3265.796622,1,,TYRONE,4.00,,
1084,H5880,5,Radon_Atlas_NI_V1,258500,380500,6,TYRONE,3265.796622,1,,TYRONE,5.00,,
1085,H5980,5,Radon_Atlas_NI_V1,259500,380500,6,TYRONE,3265.796622,1,,TYRONE,5.00,,
1086,H6080,5,Radon_Atlas_NI_V1,260500,380500,6,TYRONE,3265.796622,1,,TYRONE,5.00,,
1087,H6180,5,Radon_Atlas_NI_V1,261500,380500,6,TYRONE,3265.796622,1,,TYRONE,5.00,,
1088,H6280,5,Radon_Atlas_NI_V1,262500,380500,6,TYRONE,3265.796622,1,,TYRONE,5.00,,
1089,H6380,5,Radon_Atlas_NI_V1,263500,380500,6,TYRONE,3265.796622,1,,TYRONE,5.00,,
1090,H6480,2,Radon_Atlas_NI_V1,264500,380500,6,TYRONE,3265.796622,1,,TYRONE,2.00,,
1091,H6580,5,Radon_Atlas_NI_V1,265500,380500,6,TYRONE,3265.796622,1,,TYRONE,5.00,,
1092,H6680,4,Radon_Atlas_NI_V1,266500,380500,6,TYRONE,3265.796622,1,,TYRONE,4.00,,
1093,H6780,5,Radon_Atlas_NI_V1,267500,380500,6,TYRONE,3265.796622,1,,TYRONE,5.00,,
1094,H6880,5,Radon_Atlas_NI_V1,268500,380500,6,TYRONE,3265.796622,1,,TYRONE,5.00,,
1095,H6980,2,Radon_Atlas_NI_V1,269500,380500,6,TYRONE,3265.796622,1,,TYRONE,2.00,,
1096,H7080,5,Radon_Atlas_NI_V1,270500,380500,6,TYRONE,3265.796622,1,,TYRONE,5.00,,
1097,H7180,3,Radon_Atlas_NI_V1,271500,380500,6,TYRONE,3265.796622,1,,TYRONE,3.00,,
1098,H7280,5,Radon_Atlas_NI_V1,272500,380500,6,TYRONE,3265.796622,1,,TYRONE,5.00,,
1099,H7380,3,Radon_Atlas_NI_V1,273500,380500,6,TYRONE,3265.796622,1,,TYRONE,3.00,,
1100,H7480,3,Radon_Atlas_NI_V1,274500,380500,6,TYRONE,3265.796622,1,,TYRONE,3.00,,
1101,H7580,3,Radon_Atlas_NI_V1,275500,380500,6,TYRONE,3265.796622,1,,TYRONE,3.00,,
1102,H7680,2,Radon_Atlas_NI_V1,276500,380500,6,TYRONE,3265.796622,1,,TYRONE,2.00,,
1103,H7780,2,Radon_Atlas_NI_V1,277500,380500,6,TYRONE,3265.796622,1,,TYRONE,2.00,,
1104,H7880,2,Radon_Atlas_NI_V1,278500,380500,6,TYRONE,3265.796622,1,,TYRONE,2.00,,
1105,H7980,5,Radon_Atlas_NI_V1,279500,380500,6,TYRONE,3265.796622,1,,TYRONE,5.00,,
1106,H8080,2,Radon_Atlas_NI_V1,280500,380500,6,TYRONE,3265.796622,1,,TYRONE,2.00,,
1107,H9580,1,Radon_Atlas_NI_V1,295500,380500,6,TYRONE,3265.796622,1,,TYRONE,1.00,,
1108,H9680,1,Radon_Atlas_NI_V1,296500,380500,6,TYRONE,3265.796622,1,,TYRONE,1.00,,
1109,H0679,3,Radon_Atlas_NI_V1,206500,379500,6,TYRONE,3265.796622,1,,TYRONE,3.00,,
1110,H0779,3,Radon_Atlas_NI_V1,207500,379500,6,TYRONE,3265.796622,1,,TYRONE,3.00,,
1111,H0879,3,Radon_Atlas_NI_V1,208500,379500,6,TYRONE,3265.796622,1,,TYRONE,3.00,,
1112,H0979,3,Radon_Atlas_NI_V1,209500,379500,6,TYRONE,3265.796622,1,,TYRONE,3.00,,
1113,H1079,3,Radon_Atlas_NI_V1,210500,379500,6,TYRONE,3265.796622,1,,TYRONE,3.00,,
1114,H1179,3,Radon_Atlas_NI_V1,211500,379500,6,TYRONE,3265.796622,1,,TYRONE,3.00,,
1115,H1279,3,Radon_Atlas_NI_V1,212500,379500,6,TYRONE,3265.796622,1,,TYRONE,3.00,,
1116,H1379,4,Radon_Atlas_NI_V1,213500,379500,6,TYRONE,3265.796622,1,,TYRONE,4.00,,
1117,H1479,4,Radon_Atlas_NI_V1,214500,379500,6,TYRONE,3265.796622,1,,TYRONE,4.00,,
1118,H1579,5,Radon_Atlas_NI_V1,215500,379500,6,TYRONE,3265.796622,1,,TYRONE,5.00,,
1119,H1679,5,Radon_Atlas_NI_V1,216500,379500,6,TYRONE,3265.796622,1,,TYRONE,5.00,,
1120,H1779,4,Radon_Atlas_NI_V1,217500,379500,6,TYRONE,3265.796622,1,,TYRONE,4.00,,
1121,H1879,4,Radon_Atlas_NI_V1,218500,379500,6,TYRONE,3265.796622,1,,TYRONE,4.00,,
1122,H1979,4,Radon_Atlas_NI_V1,219500,379500,6,TYRONE,3265.796622,1,,TYRONE,4.00,,
1123,H2079,4,Radon_Atlas_NI_V1,220500,379500,6,TYRONE,3265.796622,1,,TYRONE,4.00,,
1124,H2179,4,Radon_Atlas_NI_V1,221500,379500,6,TYRONE,3265.796622,1,,TYRONE,4.00,,
1125,H2279,4,Radon_Atlas_NI_V1,222500,379500,6,TYRONE,3265.796622,1,,TYRONE,4.00,,
1126,H2379,5,Radon_Atlas_NI_V1,223500,379500,6,TYRONE,3265.796622,1,,TYRONE,5.00,,
1127,H2479,4,Radon_Atlas_NI_V1,224500,379500,6,TYRONE,3265.796622,1,,TYRONE,4.00,,
1128,H2579,5,Radon_Atlas_NI_V1,225500,379500,6,TYRONE,3265.796622,1,,TYRONE,5.00,,
1129,H2679,5,Radon_Atlas_NI_V1,226500,379500,6,TYRONE,3265.796622,1,,TYRONE,5.00,,
1130,H2779,5,Radon_Atlas_NI_V1,227500,379500,6,TYRONE,3265.796622,1,,TYRONE,5.00,,
1131,H2879,5,Radon_Atlas_NI_V1,228500,379500,6,TYRONE,3265.796622,1,,TYRONE,5.00,,
1132,H2979,4,Radon_Atlas_NI_V1,229500,379500,6,TYRONE,3265.796622,1,,TYRONE,4.00,,
1133,H3079,4,Radon_Atlas_NI_V1,230500,379500,6,TYRONE,3265.796622,1,,TYRONE,4.00,,
1134,H3179,4,Radon_Atlas_NI_V1,231500,379500,6,TYRONE,3265.796622,1,,TYRONE,4.00,,
1135,H3279,4,Radon_Atlas_NI_V1,232500,379500,6,TYRONE,3265.796622,1,,TYRONE,4.00,,
1136,H3379,4,Radon_Atlas_NI_V1,233500,379500,6,TYRONE,3265.796622,1,,TYRONE,4.00,,
1137,H3479,4,Radon_Atlas_NI_V1,234500,379500,6,TYRONE,3265.796622,1,,TYRONE,4.00,,
1138,H3579,4,Radon_Atlas_NI_V1,235500,379500,6,TYRONE,3265.796622,1,,TYRONE,4.00,,
1139,H3679,5,Radon_Atlas_NI_V1,236500,379500,6,TYRONE,3265.796622,1,,TYRONE,5.00,,
1140,H3779,5,Radon_Atlas_NI_V1,237500,379500,6,TYRONE,3265.796622,1,,TYRONE,5.00,,
1141,H3879,4,Radon_Atlas_NI_V1,238500,379500,6,TYRONE,3265.796622,1,,TYRONE,4.00,,
1142,H3979,4,Radon_Atlas_NI_V1,239500,379500,6,TYRONE,3265.796622,1,,TYRONE,4.00,,
1143,H4079,4,Radon_Atlas_NI_V1,240500,379500,6,TYRONE,3265.796622,1,,TYRONE,4.00,,
1144,H4179,4,Radon_Atlas_NI_V1,241500,379500,6,TYRONE,3265.796622,1,,TYRONE,4.00,,
1145,H4279,4,Radon_Atlas_NI_V1,242500,379500,6,TYRONE,3265.796622,1,,TYRONE,4.00,,
1146,H4379,4,Radon_Atlas_NI_V1,243500,379500,6,TYRONE,3265.796622,1,,TYRONE,4.00,,
1147,H4479,4,Radon_Atlas_NI_V1,244500,379500,6,TYRONE,3265.796622,1,,TYRONE,4.00,,
1148,H4579,4,Radon_Atlas_NI_V1,245500,379500,6,TYRONE,3265.796622,1,,TYRONE,4.00,,
1149,H4679,4,Radon_Atlas_NI_V1,246500,379500,6,TYRONE,3265.796622,1,,TYRONE,4.00,,
1150,H4779,4,Radon_Atlas_NI_V1,247500,379500,6,TYRONE,3265.796622,1,,TYRONE,4.00,,
1151,H4879,4,Radon_Atlas_NI_V1,248500,379500,6,TYRONE,3265.796622,1,,TYRONE,4.00,,
1152,H4979,3,Radon_Atlas_NI_V1,249500,379500,6,TYRONE,3265.796622,1,,TYRONE,3.00,,
1153,H5079,4,Radon_Atlas_NI_V1,250500,379500,6,TYRONE,3265.796622,1,,TYRONE,4.00,,
1154,H5179,3,Radon_Atlas_NI_V1,251500,379500,6,TYRONE,3265.796622,1,,TYRONE,3.00,,
1155,H5279,4,Radon_Atlas_NI_V1,252500,379500,6,TYRONE,3265.796622,1,,TYRONE,4.00,,
1156,H5379,4,Radon_Atlas_NI_V1,253500,379500,6,TYRONE,3265.796622,1,,TYRONE,4.00,,
1157,H5479,5,Radon_Atlas_NI_V1,254500,379500,6,TYRONE,3265.796622,1,,TYRONE,5.00,,
1158,H5579,5,Radon_Atlas_NI_V1,255500,379500,6,TYRONE,3265.796622,1,,TYRONE,5.00,,
1159,H5679,5,Radon_Atlas_NI_V1,256500,379500,6,TYRONE,3265.796622,1,,TYRONE,5.00,,
1160,H5779,5,Radon_Atlas_NI_V1,257500,379500,6,TYRONE,3265.796622,1,,TYRONE,5.00,,
1161,H5879,5,Radon_Atlas_NI_V1,258500,379500,6,TYRONE,3265.796622,1,,TYRONE,5.00,,
1162,H5979,5,Radon_Atlas_NI_V1,259500,379500,6,TYRONE,3265.796622,1,,TYRONE,5.00,,
1163,H6079,5,Radon_Atlas_NI_V1,260500,379500,6,TYRONE,3265.796622,1,,TYRONE,5.00,,
1164,H6179,5,Radon_Atlas_NI_V1,261500,379500,6,TYRONE,3265.796622,1,,TYRONE,5.00,,
1165,H6279,5,Radon_Atlas_NI_V1,262500,379500,6,TYRONE,3265.796622,1,,TYRONE,5.00,,
1166,H6379,5,Radon_Atlas_NI_V1,263500,379500,6,TYRONE,3265.796622,1,,TYRONE,5.00,,
1167,H6479,5,Radon_Atlas_NI_V1,264500,379500,6,TYRONE,3265.796622,1,,TYRONE,5.00,,
1168,H6579,5,Radon_Atlas_NI_V1,265500,379500,6,TYRONE,3265.796622,1,,TYRONE,5.00,,
1169,H6679,5,Radon_Atlas_NI_V1,266500,379500,6,TYRONE,3265.796622,1,,TYRONE,5.00,,
1170,H6779,5,Radon_Atlas_NI_V1,267500,379500,6,TYRONE,3265.796622,1,,TYRONE,5.00,,
1171,H6879,4,Radon_Atlas_NI_V1,268500,379500,6,TYRONE,3265.796622,1,,TYRONE,4.00,,
1172,H6979,4,Radon_Atlas_NI_V1,269500,379500,6,TYRONE,3265.796622,1,,TYRONE,4.00,,
1173,H7079,5,Radon_Atlas_NI_V1,270500,379500,6,TYRONE,3265.796622,1,,TYRONE,5.00,,
1174,H7179,5,Radon_Atlas_NI_V1,271500,379500,6,TYRONE,3265.796622,1,,TYRONE,5.00,,
1175,H7279,5,Radon_Atlas_NI_V1,272500,379500,6,TYRONE,3265.796622,1,,TYRONE,5.00,,
1176,H7379,3,Radon_Atlas_NI_V1,273500,379500,6,TYRONE,3265.796622,1,,TYRONE,3.00,,
1177,H7479,3,Radon_Atlas_NI_V1,274500,379500,6,TYRONE,3265.796622,1,,TYRONE,3.00,,
1178,H7579,3,Radon_Atlas_NI_V1,275500,379500,6,TYRONE,3265.796622,1,,TYRONE,3.00,,
1179,H7679,2,Radon_Atlas_NI_V1,276500,379500,6,TYRONE,3265.796622,1,,TYRONE,2.00,,
1180,H7779,3,Radon_Atlas_NI_V1,277500,379500,6,TYRONE,3265.796622,1,,TYRONE,3.00,,
1181,H7879,3,Radon_Atlas_NI_V1,278500,379500,6,TYRONE,3265.796622,1,,TYRONE,3.00,,
1182,H7979,2,Radon_Atlas_NI_V1,279500,379500,6,TYRONE,3265.796622,1,,TYRONE,2.00,,
1183,H8079,3,Radon_Atlas_NI_V1,280500,379500,6,TYRONE,3265.796622,1,,TYRONE,3.00,,
1184,H8179,3,Radon_Atlas_NI_V1,281500,379500,6,TYRONE,3265.796622,1,,TYRONE,3.00,,
1185,H8279,2,Radon_Atlas_NI_V1,282500,379500,6,TYRONE,3265.796622,1,,TYRONE,2.00,,
1186,H8479,1,Radon_Atlas_NI_V1,284500,379500,6,TYRONE,3265.796622,1,,TYRONE,1.00,,
1187,H9079,1,Radon_Atlas_NI_V1,290500,379500,6,TYRONE,3265.796622,1,,TYRONE,1.00,,
1188,H9179,1,Radon_Atlas_NI_V1,291500,379500,6,TYRONE,3265.796622,1,,TYRONE,1.00,,
1189,H9279,1,Radon_Atlas_NI_V1,292500,379500,6,TYRONE,3265.796622,1,,TYRONE,1.00,,
1190,H9379,1,Radon_Atlas_NI_V1,293500,379500,6,TYRONE,3265.796622,1,,TYRONE,1.00,,
1191,H9479,1,Radon_Atlas_NI_V1,294500,379500,6,TYRONE,3265.796622,1,,TYRONE,1.00,,
1192,H9579,1,Radon_Atlas_NI_V1,295500,379500,6,TYRONE,3265.796622,1,,TYRONE,1.00,,
1193,H9679,1,Radon_Atlas_NI_V1,296500,379500,6,TYRONE,3265.796622,1,,TYRONE,1.00,,
1194,H0878,3,Radon_Atlas_NI_V1,208500,378500,6,TYRONE,3265.796622,1,,TYRONE,3.00,,
1195,H0978,3,Radon_Atlas_NI_V1,209500,378500,6,TYRONE,3265.796622,1,,TYRONE,3.00,,
1196,H1078,3,Radon_Atlas_NI_V1,210500,378500,6,TYRONE,3265.796622,1,,TYRONE,3.00,,
1197,H1178,3,Radon_Atlas_NI_V1,211500,378500,6,TYRONE,3265.796622,1,,TYRONE,3.00,,
1198,H1278,3,Radon_Atlas_NI_V1,212500,378500,6,TYRONE,3265.796622,1,,TYRONE,3.00,,
1199,H1378,4,Radon_Atlas_NI_V1,213500,378500,6,TYRONE,3265.796622,1,,TYRONE,4.00,,
1200,H1478,4,Radon_Atlas_NI_V1,214500,378500,6,TYRONE,3265.796622,1,,TYRONE,4.00,,
1201,H1578,4,Radon_Atlas_NI_V1,215500,378500,6,TYRONE,3265.796622,1,,TYRONE,4.00,,
1202,H1678,5,Radon_Atlas_NI_V1,216500,378500,6,TYRONE,3265.796622,1,,TYRONE,5.00,,
1203,H1778,5,Radon_Atlas_NI_V1,217500,378500,6,TYRONE,3265.796622,1,,TYRONE,5.00,,
1204,H1878,3,Radon_Atlas_NI_V1,218500,378500,6,TYRONE,3265.796622,1,,TYRONE,3.00,,
1205,H1978,3,Radon_Atlas_NI_V1,219500,378500,6,TYRONE,3265.796622,1,,TYRONE,3.00,,
1206,H2078,4,Radon_Atlas_NI_V1,220500,378500,6,TYRONE,3265.796622,1,,TYRONE,4.00,,
1207,H2178,4,Radon_Atlas_NI_V1,221500,378500,6,TYRONE,3265.796622,1,,TYRONE,4.00,,
1208,H2278,4,Radon_Atlas_NI_V1,222500,378500,6,TYRONE,3265.796622,1,,TYRONE,4.00,,
1209,H2378,5,Radon_Atlas_NI_V1,223500,378500,6,TYRONE,3265.796622,1,,TYRONE,5.00,,
1210,H2478,4,Radon_Atlas_NI_V1,224500,378500,6,TYRONE,3265.796622,1,,TYRONE,4.00,,
1211,H2578,4,Radon_Atlas_NI_V1,225500,378500,6,TYRONE,3265.796622,1,,TYRONE,4.00,,
1212,H2678,4,Radon_Atlas_NI_V1,226500,378500,6,TYRONE,3265.796622,1,,TYRONE,4.00,,
1213,H2778,4,Radon_Atlas_NI_V1,227500,378500,6,TYRONE,3265.796622,1,,TYRONE,4.00,,
1214,H2878,4,Radon_Atlas_NI_V1,228500,378500,6,TYRONE,3265.796622,1,,TYRONE,4.00,,
1215,H2978,4,Radon_Atlas_NI_V1,229500,378500,6,TYRONE,3265.796622,1,,TYRONE,4.00,,
1216,H3078,4,Radon_Atlas_NI_V1,230500,378500,6,TYRONE,3265.796622,1,,TYRONE,4.00,,
1217,H3178,4,Radon_Atlas_NI_V1,231500,378500,6,TYRONE,3265.796622,1,,TYRONE,4.00,,
1218,H3278,4,Radon_Atlas_NI_V1,232500,378500,6,TYRONE,3265.796622,1,,TYRONE,4.00,,
1219,H3378,4,Radon_Atlas_NI_V1,233500,378500,6,TYRONE,3265.796622,1,,TYRONE,4.00,,
1220,H3478,4,Radon_Atlas_NI_V1,234500,378500,6,TYRONE,3265.796622,1,,TYRONE,4.00,,
1221,H3578,4,Radon_Atlas_NI_V1,235500,378500,6,TYRONE,3265.796622,1,,TYRONE,4.00,,
1222,H3678,4,Radon_Atlas_NI_V1,236500,378500,6,TYRONE,3265.796622,1,,TYRONE,4.00,,
1223,H3778,4,Radon_Atlas_NI_V1,237500,378500,6,TYRONE,3265.796622,1,,TYRONE,4.00,,
1224,H3878,4,Radon_Atlas_NI_V1,238500,378500,6,TYRONE,3265.796622,1,,TYRONE,4.00,,
1225,H3978,4,Radon_Atlas_NI_V1,239500,378500,6,TYRONE,3265.796622,1,,TYRONE,4.00,,
1226,H4078,4,Radon_Atlas_NI_V1,240500,378500,6,TYRONE,3265.796622,1,,TYRONE,4.00,,
1227,H4178,4,Radon_Atlas_NI_V1,241500,378500,6,TYRONE,3265.796622,1,,TYRONE,4.00,,
1228,H4278,4,Radon_Atlas_NI_V1,242500,378500,6,TYRONE,3265.796622,1,,TYRONE,4.00,,
1229,H4378,4,Radon_Atlas_NI_V1,243500,378500,6,TYRONE,3265.796622,1,,TYRONE,4.00,,
1230,H4478,4,Radon_Atlas_NI_V1,244500,378500,6,TYRONE,3265.796622,1,,TYRONE,4.00,,
1231,H4578,4,Radon_Atlas_NI_V1,245500,378500,6,TYRONE,3265.796622,1,,TYRONE,4.00,,
1232,H4678,4,Radon_Atlas_NI_V1,246500,378500,6,TYRONE,3265.796622,1,,TYRONE,4.00,,
1233,H4778,4,Radon_Atlas_NI_V1,247500,378500,6,TYRONE,3265.796622,1,,TYRONE,4.00,,
1234,H4878,4,Radon_Atlas_NI_V1,248500,378500,6,TYRONE,3265.796622,1,,TYRONE,4.00,,
1235,H4978,4,Radon_Atlas_NI_V1,249500,378500,6,TYRONE,3265.796622,1,,TYRONE,4.00,,
1236,H5078,4,Radon_Atlas_NI_V1,250500,378500,6,TYRONE,3265.796622,1,,TYRONE,4.00,,
1237,H5178,4,Radon_Atlas_NI_V1,251500,378500,6,TYRONE,3265.796622,1,,TYRONE,4.00,,
1238,H5278,5,Radon_Atlas_NI_V1,252500,378500,6,TYRONE,3265.796622,1,,TYRONE,5.00,,
1239,H5378,5,Radon_Atlas_NI_V1,253500,378500,6,TYRONE,3265.796622,1,,TYRONE,5.00,,
1240,H5478,5,Radon_Atlas_NI_V1,254500,378500,6,TYRONE,3265.796622,1,,TYRONE,5.00,,
1241,H5578,5,Radon_Atlas_NI_V1,255500,378500,6,TYRONE,3265.796622,1,,TYRONE,5.00,,
1242,H5678,5,Radon_Atlas_NI_V1,256500,378500,6,TYRONE,3265.796622,1,,TYRONE,5.00,,
1243,H5778,5,Radon_Atlas_NI_V1,257500,378500,6,TYRONE,3265.796622,1,,TYRONE,5.00,,
1244,H5878,4,Radon_Atlas_NI_V1,258500,378500,6,TYRONE,3265.796622,1,,TYRONE,4.00,,
1245,H5978,5,Radon_Atlas_NI_V1,259500,378500,6,TYRONE,3265.796622,1,,TYRONE,5.00,,
1246,H6078,4,Radon_Atlas_NI_V1,260500,378500,6,TYRONE,3265.796622,1,,TYRONE,4.00,,
1247,H6178,4,Radon_Atlas_NI_V1,261500,378500,6,TYRONE,3265.796622,1,,TYRONE,4.00,,
1248,H6278,5,Radon_Atlas_NI_V1,262500,378500,6,TYRONE,3265.796622,1,,TYRONE,5.00,,
1249,H6378,5,Radon_Atlas_NI_V1,263500,378500,6,TYRONE,3265.796622,1,,TYRONE,5.00,,
1250,H6478,5,Radon_Atlas_NI_V1,264500,378500,6,TYRONE,3265.796622,1,,TYRONE,5.00,,
1251,H6578,5,Radon_Atlas_NI_V1,265500,378500,6,TYRONE,3265.796622,1,,TYRONE,5.00,,
1252,H6678,5,Radon_Atlas_NI_V1,266500,378500,6,TYRONE,3265.796622,1,,TYRONE,5.00,,
1253,H6778,4,Radon_Atlas_NI_V1,267500,378500,6,TYRONE,3265.796622,1,,TYRONE,4.00,,
